name,city,state,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Caribbean University-Ponce,Ponce,PR,22,6,2,5,12
Caribbean University-Vega Baja,Vega Baja,PR,22,6,2,3,21
Caris College,Jeffersonville,IN,10,1,3,1,21
Carl Albert State College,Poteau,OK,1,2,1,1,32
Carl Sandburg College,Galesburg,IL,2,2,1,1,41
Carleton College,Northfield,MN,21,11,2,2,32
Carlow University,Pittsburgh,PA,18,10,2,5,11
Carnegie Mellon University,Pittsburgh,PA,15,17,2,5,11
Carolina Christian College,Winston Salem,NC,24,7,2,4,12
Carolina College of Biblical Studies,Fayetteville,NC,24,6,2,3,12
Carolina University,Winston-Salem,NC,20,7,2,5,12
Carolinas College of Health Sciences,Charlotte,NC,26,6,1,2,11
Carrington College-Albuquerque,Albuquerque,NM,10,1,3,1,11
Carrington College-Boise,Boise,ID,10,2,3,1,12
Carrington College-Citrus Heights,Citrus Heights,CA,13,1,3,1,21
Carrington College-Las Vegas,Las Vegas,NV,10,1,3,1,12
Carrington College-Mesa,Mesa,AZ,10,2,3,1,11
Carrington College-Ontario,Ontario,CA,13,1,3,1,12
Carrington College-Phoenix North,Phoenix,AZ,10,2,3,1,11
Carrington College-Pleasant Hill Campus,Pleasant Hill,CA,10,1,3,1,21
Carrington College-Reno,Reno,NV,10,2,3,1,11
Carrington College-Sacramento,Sacramento,CA,10,2,3,1,21
Carrington College-San Jose,San Jose,CA,10,2,3,1,11
Carrington College-San Leandro Campus,San Leandro,CA,13,1,3,1,21
Carrington College-Spokane,Spokane,WA,10,1,3,1,12
Carrington College-Stockton,Stockton,CA,13,1,3,1,11
Carrington College-Tucson,Tucson,AZ,10,1,3,1,11
Carroll College,Helena,MT,22,11,2,3,33
Carroll Community College,Westminster,MD,5,2,1,1,41
Carroll University,Waukesha,WI,18,14,2,4,13
Carson-Newman University,Jefferson City,TN,17,11,2,4,23
Carteret Community College,Morehead City,NC,4,2,1,1,32
Carthage College,Kenosha,WI,20,11,2,3,22
Carver Career Center,Charleston,WV,10,1,1,1,22
Casa Loma College-Van Nuys,Van Nuys,CA,10,1,2,1,11
Cascadia College,Bothell,WA,14,9,1,2,21
Case Western Reserve University,Cleveland,OH,15,17,2,6,11
Casper College,Casper,WY,5,3,1,1,13
Castleton University,Castleton,VT,20,11,1,4,32
Catawba College,Salisbury,NC,22,11,2,3,22
Catawba Valley Community College,Hickory,NC,2,3,1,1,13
Catholic Distance University,Charles Town,WV,24,6,2,6,31
Catholic Theological Union at Chicago,Chicago,IL,24,18,2,7,11
Cayuga County Community College,Auburn,NY,3,2,1,1,32
Cazenovia College,Cazenovia,NY,22,8,2,3,31
CBD College,Los Angeles,CA,10,2,2,1,11
Cecil College,North East,MD,4,2,1,1,41
Cedar Crest College,Allentown,PA,20,10,2,4,12
Cedarville University,Cedarville,OH,19,14,2,3,31
CEM College-Bayamon,Bayamón,PR,26,6,3,2,12
CEM College-Humacao,Humacao,PR,26,6,3,2,21
CEM College-Mayaguez,Mayaguez,PR,26,6,3,2,13
CEM College-San Juan,San Juan,PR,26,6,3,2,11
Centenary College of Louisiana,Shreveport,LA,21,8,2,3,12
Centenary University,Hackettstown,NJ,19,11,2,4,21
Center for Advanced Legal Studies,Houston,TX,13,1,3,1,11
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,20,18,2,7,11
CenterPoint Massage & Shiatsu Therapy School & Clinic,Bloomington,MN,10,1,3,1,13
Centra College,Lynchburg,VA,26,6,2,2,13
Central Alabama Community College,Alexander City,AL,5,2,1,1,32
Central Arizona College,Coolidge,AZ,2,3,1,1,41
Central Baptist College,Conway,AR,22,7,2,2,13
Central Carolina Community College,Sanford,NC,6,3,1,1,32
Central Carolina Technical College,Sumter,SC,5,2,1,1,13
Central Christian College of Kansas,McPherson,KS,22,8,2,2,33
Central Christian College of the Bible,Moberly,MO,24,8,2,3,32
Central Coast College,Salinas,CA,13,1,3,1,12
Central College,Pella,IA,21,11,2,2,32
Central Community College,Grand Island,NE,9,3,1,1,13
Central Connecticut State University,New Britain,CT,18,13,1,4,21
Central Georgia Technical College,Warner Robins,GA,8,3,1,1,13
Central Lakes College-Brainerd,Brainerd,MN,6,3,1,1,33
Central Louisiana Technical Community College,Alexandria,LA,13,2,1,1,13
Central Maine Community College,Auburn,ME,4,2,1,1,41
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,20,9,2,4,32
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,22,11,2,2,32
Central Michigan University,Mount Pleasant,MI,16,16,1,4,32
Central New Mexico Community College,Albuquerque,NM,2,5,1,1,11
Central Ohio Technical College,Newark,OH,9,2,1,1,23
Central Oregon Community College,Bend,OR,2,3,1,1,12
Central Penn College,Summerdale,PA,22,6,3,3,21
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,11,1,1,1,41
Central Piedmont Community College,Charlotte,NC,2,4,1,1,11
Central State University,Wilberforce,OH,22,10,1,2,41
Central Texas College,Killeen,TX,6,3,1,1,22
Central Virginia Community College,Lynchburg,VA,3,2,1,1,13
Central Washington University,Ellensburg,WA,18,13,1,3,32
Central Wyoming College,Riverton,WY,5,2,1,1,33
Central Yeshiva Beth Joseph,Brooklyn,NY,24,6,2,2,11
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,24,8,2,4,11
Centralia College,Centralia,WA,23,9,1,2,32
Centre College,Danville,KY,21,11,2,2,32
Centura College-Chesapeake,Chesapeake,VA,26,6,3,2,21
Centura College-Newport News,Newport News,VA,9,1,3,1,12
Centura College-Norfolk,Norfolk,VA,10,1,3,1,12
Centura College-Virginia Beach,Virginia Beach,VA,23,6,3,2,11
Century College,White Bear Lake,MN,5,3,1,1,21
Cerritos College,Norwalk,CA,1,5,1,1,21
Cerro Coso Community College,Ridgecrest,CA,3,3,1,1,41
Chabot College,Hayward,CA,1,4,1,1,21
Chadron State College,Chadron,NE,19,11,1,4,33
Chaffey College,Rancho Cucamonga,CA,1,5,1,1,21
Chamberlain University-Arizona,Phoenix,AZ,26,6,3,2,11
Chamberlain University-California,Rancho Cordova,CA,26,6,3,2,13
Chamberlain University-Florida,Jacksonville,FL,26,6,3,2,11
Chamberlain University-Georgia,Atlanta,GA,26,6,3,2,12
Chamberlain University-Illinois,Addison,IL,26,15,3,5,21
Chamberlain University-Indiana,Indianapolis,IN,26,6,3,2,11
Chamberlain University-Michigan,Troy,MI,26,6,3,2,13
Chamberlain University-Missouri,St. Louis,MO,26,6,3,2,21
Chamberlain University-Nevada,Las Vegas,NV,26,6,3,2,11
Chamberlain University-New Jersey,North Brunswick,NJ,26,6,3,2,21
Chamberlain University-North Carolina,Charlotte,NC,26,6,3,2,11
Chamberlain University-Ohio,Columbus,OH,26,6,3,2,11
Chamberlain University-Texas,Houston,TX,26,6,3,2,11
Chamberlain University-Virginia,Vienna,VA,26,6,3,2,21
Chaminade University of Honolulu,Honolulu,HI,19,9,2,4,11
Champion Christian College,Hot Springs,AR,23,8,2,2,13
Champlain College,Burlington,VT,18,10,2,3,13
Chandler-Gilbert Community College,Chandler,AZ,2,4,1,1,11
Chapman University,Orange,CA,16,14,2,4,12
Charles R Drew University of Medicine and Science,Los Angeles,CA,26,6,2,6,21
Charleston School of Law,Charleston,SC,31,18,3,7,12
Charleston Southern University,Charleston,SC,19,11,2,4,12
Charlotte Christian College and Theological Seminary,Charlotte,NC,24,6,2,6,11
Charter College,Vancouver,WA,23,9,3,2,12
Charter Oak State College,New Britain,CT,21,6,1,3,21
Chatfield College,Saint Martin,OH,3,1,2,1,42
Chatham University,Pittsburgh,PA,17,11,2,5,11
Chattahoochee Technical College,Marietta,GA,8,3,1,1,21
Chattahoochee Valley Community College,Phenix City,AL,4,2,1,1,41
Chattanooga College Medical Dental and Technical Careers,Chattanooga,TN,10,1,3,1,12
Chattanooga State Community College,Chattanooga,TN,4,3,1,1,12
Chemeketa Community College,Salem,OR,2,4,1,1,22
Chesapeake College,Wye Mills,MD,4,2,1,1,42
Chester Career College,CHESTER,VA,10,1,3,1,21
Chestnut Hill College,Philadelphia,PA,19,10,2,4,11
Cheyney University of Pennsylvania,Cheyney,PA,21,8,1,2,21
CHI Health School of Radiologic Technology,Omaha,NE,10,1,2,1,11
Chicago School of Professional Psychology - College of Nursing and Advanced Health Professions,Richardson,TX,26,6,2,2,12
Chicago School of Professional Psychology at Dallas,Richardson,TX,26,18,2,7,12
Chicago State University,Chicago,IL,18,9,1,5,11
Chicago Theological Seminary,Chicago,IL,24,18,2,7,11
Chief Dull Knife College,Lame Deer,MT,33,9,1,1,43
Chipola College,Marianna,FL,23,6,1,2,32
Chippewa Valley Technical College,Eau Claire,WI,9,3,1,1,13
Chowan University,Murfreesboro,NC,22,11,2,2,32
Christ Mission College,San Antonio,TX,24,7,2,2,21
Christian Brothers University,Memphis,TN,19,10,2,4,11
Christian Theological Seminary,Indianapolis,IN,24,18,2,7,11
Christopher Newport University,Newport News,VA,20,14,1,3,12
Church Divinity School of the Pacific,Berkeley,CA,24,18,2,7,12
Cincinnati College of Mortuary Science,Cincinnati,OH,30,6,2,2,21
Cincinnati State Technical and Community College,Cincinnati,OH,8,3,1,1,11
Cisco College,Cisco,TX,4,2,1,1,33
Citadel Military College of South Carolina,Charleston,SC,18,14,1,4,12
Citrus College,Glendora,CA,1,4,1,1,21
City College of San Francisco,San Francisco,CA,4,5,1,1,11
City College-Altamonte Springs,Altamonte Springs,FL,10,1,2,1,21
City College-Fort Lauderdale,Fort Lauderdale,FL,23,6,2,2,12
City College-Gainesville,Gainesville,FL,23,6,2,2,22
City College-Hollywood,Hollywood,FL,8,1,2,1,21
City College-Miami,Miami,FL,14,6,2,2,13
City Colleges of Chicago-Harold Washington College,Chicago,IL,2,3,1,1,11
City Colleges of Chicago-Harry S Truman College,Chicago,IL,3,3,1,1,11
City Colleges of Chicago-Kennedy-King College,Chicago,IL,6,2,1,1,11
City Colleges of Chicago-Malcolm X College,Chicago,IL,5,3,1,1,11
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,3,2,1,1,11
City Colleges of Chicago-Richard J Daley College,Chicago,IL,6,3,1,1,11
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,3,3,1,1,11
City University of Seattle,Seattle,WA,17,6,2,6,11
City Vision University,Kansas City,MO,22,6,2,4,11
Clackamas Community College,Oregon City,OR,3,3,1,1,21
Claflin University,Orangeburg,SC,21,11,2,3,32
Claremont Graduate University,Claremont,CA,16,18,2,7,21
Claremont Lincoln University,Claremont,CA,29,18,2,7,21
Claremont McKenna College,Claremont,CA,21,11,2,3,21
Claremont School of Theology,Claremont,CA,24,18,2,7,21
Clarendon College,Clarendon,TX,9,2,1,1,43
Clarion University of Pennsylvania,Clarion,PA,18,14,1,4,33
Clark Atlanta University,Atlanta,GA,16,14,2,4,11
Clark College,Vancouver,WA,14,12,1,2,12
Clark State College ,Springfield,OH,9,3,1,1,13
Clark University,Worcester,MA,16,14,2,5,12
Clarke University,Dubuque,IA,17,8,2,4,13
Clarks Summit University,Clarks Summit,PA,20,7,2,5,21
Clarkson College,Omaha,NE,26,6,2,5,11
Clarkson University,Potsdam,NY,16,14,2,4,33
Clatsop Community College,Astoria,OR,3,1,1,1,41
Clayton  State University,Morrow,GA,19,12,1,3,21
Clear Creek Baptist Bible College,Pineville,KY,24,7,2,5,42
Cleary University,Howell,MI,29,7,2,4,22
Clemson University,Clemson,SC,15,16,1,4,21
Cleveland Community College,Shelby,NC,5,2,1,1,31
Cleveland Institute of Art,Cleveland,OH,30,8,2,2,11
Cleveland Institute of Music,Cleveland,OH,30,8,2,5,11
Cleveland State Community College,Cleveland,TN,1,3,1,1,13
Cleveland State University,Cleveland,OH,16,15,1,4,11
Cleveland University-Kansas City,Overland Park,KS,26,6,2,6,12
Clinton College,Rock Hill,SC,23,8,2,2,13
Clinton Community College,Plattsburgh,NY,2,2,1,1,32
Cloud County Community College,Concordia,KS,6,2,1,1,41
Clover Park Technical College,Lakewood,WA,14,9,1,2,13
Clovis Community College,Clovis,NM,6,2,1,1,33
Clovis Community College,Fresno,CA,3,3,1,1,11
Coahoma Community College,Clarksdale,MS,7,2,1,1,41
Coastal Alabama Community College,Bay Minette,AL,4,3,1,1,32
Coastal Bend College,Beeville,TX,9,3,1,1,32
Coastal Carolina Community College,Jacksonville,NC,4,3,1,1,13
Coastal Carolina University,Conway,SC,18,13,1,3,13
Coastal Pines Technical College,Waycross,GA,9,2,1,1,33
Coastline Community College,Fountain Valley,CA,3,3,1,1,13
Cochise County Community College District,Sierra Vista,AZ,9,2,1,1,13
Cochran School of Nursing,Yonkers,NY,10,1,2,1,21
Coconino Community College,Flagstaff,AZ,2,2,1,1,41
Coe College,Cedar Rapids,IA,21,11,2,2,12
Coffeyville Community College,Coffeyville,KS,1,2,1,1,33
Cogswell University of Silicon Valley,San Jose,CA,22,7,3,3,11
Coker University,Hartsville,SC,20,11,2,4,32
Colby College,Waterville,ME,21,11,2,2,33
Colby Community College,Colby,KS,6,2,1,1,33
Colby-Sawyer College,New London,NH,22,8,2,3,42
Colegio de Cinematografía Artes y Television,Bayamon,PR,4,1,3,1,12
Colegio Universitario de San Juan,San Juan,PR,22,6,1,2,11
Colgate Rochester Crozer Divinity School,Rochester,NY,24,18,2,7,12
Colgate University,Hamilton,NY,21,14,2,3,32
College for Creative Studies,Detroit,MI,30,10,2,3,11
College of Alameda,Alameda,CA,3,3,1,1,21
College of Biblical Studies-Houston,Houston,TX,24,6,2,2,11
College of Business and Technology-Cutler Bay,Cutler Bay,FL,13,1,3,1,21
College of Business and Technology-Hialeah,Hialeah,FL,9,1,3,1,21
College of Business and Technology-Main Campus,Miami,FL,7,1,3,1,21
College of Central Florida,Ocala,FL,23,12,1,2,13
College of Charleston,Charleston,SC,19,13,1,3,12
College of Coastal Georgia,Brunswick,GA,22,9,1,2,13
College of Court Reporting Inc,Valparaiso,IN,13,1,3,1,21
College of DuPage,Glen Ellyn,IL,9,5,1,1,21
College of Eastern Idaho,Idaho Falls,ID,8,2,1,1,13
College of Lake County,Grayslake,IL,3,4,1,1,21
College of Marin,Kentfield,CA,6,3,1,1,21
College of Menominee Nation,Keshena,WI,33,6,1,2,42
College of Micronesia-FSM,Pohnpei,FM,14,9,1,2,-3
College of Mount Saint Vincent,Bronx,NY,22,10,2,4,11
College of Our Lady of the Elms,Chicopee,MA,19,10,2,4,21
College of Saint Benedict,Saint Joseph,MN,21,11,2,2,22
College of Saint Mary,Omaha,NE,19,7,2,5,11
College of San Mateo,San Mateo,CA,2,3,1,1,12
College of Southern Idaho,Twin Falls,ID,6,3,1,1,33
College of Southern Maryland,La Plata,MD,2,3,1,1,41
College of Southern Nevada,Las Vegas,NV,14,15,1,2,11
College of Staten Island CUNY,Staten Island,NY,18,15,1,3,11
College of the Albemarle,Elizabeth City,NC,3,2,1,1,32
College of the Atlantic,Bar Harbor,ME,21,8,2,3,33
College of the Canyons,Santa Clarita,CA,2,5,1,1,21
College of the Desert,Palm Desert,CA,1,4,1,1,13
College of the Holy Cross,Worcester,MA,21,11,2,2,12
College of the Mainland,Texas City,TX,6,3,1,1,22
College of the Marshall Islands,Majuro,MH,14,6,1,2,-3
College of the Muscogee Nation,Okmulgee,OK,33,10,1,1,41
College of the Ozarks,Point Lookout,MO,22,11,2,2,32
College of the Redwoods,Eureka,CA,7,3,1,1,41
College of the Sequoias,Visalia,CA,1,4,1,1,12
College of the Siskiyous,Weed,CA,5,2,1,1,33
College of Western Idaho,Nampa,ID,3,4,1,1,41
College Unbound,Providence,RI,32,6,2,2,12
Collin County Community College District,McKinney,TX,14,15,1,2,22
Colorado Academy of Veterinary Technology,Colorado Springs,CO,10,1,3,1,11
Colorado Christian University,Lakewood,CO,18,12,2,4,12
Colorado College,Colorado Springs,CO,21,11,2,3,11
Colorado Mesa University,Grand Junction,CO,22,13,1,3,13
Colorado Mountain College,Glenwood Springs,CO,23,9,1,2,33
Colorado Northwestern Community College,Rangely,CO,5,2,1,1,43
Colorado School of Mines,Golden,CO,15,13,1,4,21
Colorado School of Trades,Lakewood,CO,11,1,3,1,12
Colorado School of Traditional Chinese Medicine,Denver,CO,26,18,3,7,11
Colorado State University Pueblo,Pueblo,CO,19,13,1,4,12
Colorado State University-Fort Collins,Fort Collins,CO,15,16,1,4,12
Colorado State University-Global Campus,Aurora,CO,18,12,1,5,11
Colorado Technical University-Colorado Springs,Colorado Springs,CO,17,15,3,4,11
Columbia Basin College,Pasco,WA,23,12,1,2,22
Columbia Central University-Caguas,Caguas,PR,26,6,3,4,13
Columbia Central University-Yauco,Yauco,PR,26,6,3,2,13
Columbia College,Sonora,CA,1,2,1,1,41
Columbia College,Columbia,MO,18,12,2,3,12
Columbia College,Columbia,SC,20,7,2,4,12
Columbia College,Vienna,VA,2,1,3,1,21
Columbia College Chicago,Chicago,IL,19,13,2,3,11
Columbia College Hollywood,Tarzana,CA,30,6,2,2,11
Columbia Gorge Community College,The Dalles,OR,3,2,1,1,33
Columbia International University,Columbia,SC,19,11,2,5,12
Columbia Southern University,Orange Beach,AL,18,15,3,5,31
Columbia State Community College,Columbia,TN,1,3,1,1,32
Columbia Theological Seminary,Decatur,GA,24,18,2,7,21
Columbia University in the City of New York,New York,NY,15,17,2,6,11
Columbia-Greene Community College,Hudson,NY,2,2,1,1,41
Columbus College of Art and Design,Columbus,OH,30,7,2,3,11
Columbus State Community College,Columbus,OH,6,5,1,1,11
Columbus State University,Columbus,GA,18,12,1,4,12
Columbus Technical College,Columbus,GA,8,2,1,1,12
Commonwealth Institute of Funeral Service,Houston,TX,12,1,2,1,11
Commonwealth Technical Institute,Johnstown,PA,8,1,2,1,23
Community Care College,Tulsa,OK,8,2,2,1,11
Community Christian College,Redlands,CA,3,1,2,1,13
Community College of Allegheny County,Pittsburgh,PA,8,4,1,1,11
Community College of Aurora,Aurora,CO,3,3,1,1,11
Community College of Baltimore County,Baltimore,MD,4,4,1,1,21
Community College of Beaver County,Monaca,PA,7,2,1,1,21
Community College of Denver,Denver,CO,14,12,1,2,11
Community College of Philadelphia,Philadelphia,PA,1,4,1,1,11
Community College of Rhode Island,Warwick,RI,1,4,1,1,13
Community College of Vermont,Montpelier,VT,6,3,1,1,41
Compass College of Cinematic Arts,Grand Rapids,MI,30,6,2,2,12
Compton College,Compton,CA,6,3,1,1,21
Conception Seminary College,Conception,MO,24,8,2,2,42
Concord University,Athens,WV,19,11,1,4,32
Concorde Career College-Aurora,Aurora,CO,10,1,3,1,11
Concorde Career College-Dallas,Dallas,TX,10,2,3,1,11
Concorde Career College-Garden Grove,Garden Grove,CA,10,2,3,1,21
Concorde Career College-Grand Prairie,Grand Prairie,TX,10,2,3,1,21
Concorde Career College-Kansas City,Kansas City,MO,26,6,3,2,11
Concorde Career College-Memphis,Memphis,TN,10,2,3,1,11
Concorde Career College-North Hollywood,North Hollywood,CA,10,2,3,1,11
Concorde Career College-Portland,Portland,OR,10,1,3,1,11
Concorde Career College-San Antonio,San Antonio,TX,10,2,3,1,11
Concorde Career College-San Bernardino,San Bernardino,CA,10,2,3,1,12
Concorde Career College-San Diego,San Diego,CA,10,2,3,1,11
Concorde Career Institute-Jacksonville,Jacksonville,FL,10,2,3,1,11
Concorde Career Institute-Miramar,Miramar,FL,10,1,3,1,21
Concorde Career Institute-Orlando,Orlando,FL,10,1,3,1,11
Concorde Career Institute-Tampa,Tampa,FL,10,1,3,1,11
Concordia College at Moorhead,Moorhead,MN,21,11,2,3,22
Concordia Seminary,Saint Louis,MO,24,18,2,7,21
Concordia Theological Seminary,Fort Wayne,IN,24,18,2,7,11
Concordia University Texas,Austin,TX,18,9,2,4,11
Concordia University-Ann Arbor,Ann Arbor,MI,20,8,2,4,12
Concordia University-Chicago,River Forest,IL,18,14,2,6,21
Concordia University-Irvine,Irvine,CA,17,14,2,6,11
Concordia University-Nebraska,Seward,NE,18,11,2,5,32
Concordia University-Saint Paul,Saint Paul,MN,18,12,2,5,11
Concordia University-Wisconsin,Mequon,WI,17,14,2,5,21
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,24,8,2,2,11
Connecticut College,New London,CT,21,11,2,2,13
Connors State College,Warner,OK,4,2,1,1,43
Conservatory of Music of Puerto Rico,San Juan,PR,30,6,1,3,11
Contra Costa College,San Pablo,CA,2,3,1,1,21
Converse University,Spartanburg,SC,20,11,2,5,13
Conway School of Landscape Design,Northampton,MA,32,18,2,7,21
Cooper Union for the Advancement of Science and Art,New York,NY,22,6,2,3,11
Copiah-Lincoln Community College,Wesson,MS,4,3,1,1,42
Copper Mountain Community College,Joshua Tree,CA,1,2,1,1,42
Coppin State University,Baltimore,MD,20,10,1,3,11
Corban University,Salem,OR,20,8,2,4,12
Cornell College,Mount Vernon,IA,21,8,2,3,31
Cornell University,Ithaca,NY,15,16,2,5,13
Cornerstone University,Grand Rapids,MI,18,10,2,4,12
Cornish College of the Arts,Seattle,WA,30,8,2,2,11
